,Customer_Name,Celebrity_des,Image
149,Sharman Joshi,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
150,Shashi Kapoor,"Shashi Kapoor was an Indian film actor and producer who appeared in a large number of Hindi films and in several English-language films, as the ones produced by Merchant-Ivory, and was also a Hindi film director.He was born on Friday March 18th 1938, in Calcutta, Bengal Presidency, British India, India.eval(ez_write_tag([[336,280],'celebrities_galore_com-box-3','ezslot_0',162,'0','0']));Shashi Kapoor has an impressive and aristocratic bearing. No matter how tall he is, Shashi appears noble and upright. He is very much in control of the image he sends out to others.Many actors, dancers, and other performers have a 9 Personality number. Kapoor is elegant, graceful, and charismatic. Many admire him.Shashi Kapoor has the kind of stature that pulls people to him or repels them intensely. Some are jealous of Shashi and may seek to belittle him.Shashi may encourage this to some extent by the amount of arrogance he radiates. This is a caution for all 9 Personalities - they are sometimes aloof and hold themselves above the world. Kapoor's challenge is to come down to earth with his fellow man.Conversely, Shashi Kapoor has a great compassion for humanity and he wants to dedicate himself to improving the lot of others. He is better when dealing with the trials of the many than the trouble of a single person. Shashi is more capable of working on the grand scale, addressing the needs of society, than on a one-to-one basis.eval(ez_write_tag([[250,250],'celebrities_galore_com-medrectangle-3','ezslot_4',163,'0','0']));eval(ez_write_tag([[250,250],'celebrities_galore_com-medrectangle-3','ezslot_5',163,'0','1']));Kapoor is kind and sympathetic, helpful and compassionate. Behind the controlled and calm facade, he is sensitive, vulnerable and emotional.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Shashi Kapoor has excellent taste. There is a good deal of artistic talent in him that shows in his home environment and his clothing.Shashi Kapoor tends to see himself as a guardian of society, a benevolent leader, guiding and directing his community toward a better world.Kapoor's Personality number often serves as a censoring device, both in terms of what Shashi sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Shashi Kapoor lets enter his heart and mind.eval(ez_write_tag([[728,90],'celebrities_galore_com-banner-1','ezslot_1',158,'0','0']));Read more about our numerological interpretation of Shashi Kapoor's personality number . . .",https://www.celebrities-galore.com/celebrities-photos/shashi-kapoor.jpg
151,Smita Patil,"Smita Patil is a male celebrity.He was born on Monday October 17th 1955, in Unknown.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Smita Patil radiates with a dynamic and efficient energy. He appears controlled and capable. Smita values courage and effort in the face of difficulties and these qualities show. Others can sense that he will not be pushed around.Smita should dress in a dignified and correct manner, caring for the details of his appearance. While he may spend most of his time in staid business dress or suits, bright and cheerful colors work well for him. Patil is fashionable, but has his own style.Smita Patil's appearance suffers more than most people when he is overweight. Overweight directly contradicts the type of personality Smita is trying to project. Straight lines and square corners accent his good physique and enhance his appearance as a leader.Patil is recognized as a pioneer; he has his own ideas of how to do things. He is a risk-taker, original and highly creative.Smita Patil should be wary of appearing too aggressive or unreceptive. He can intimidate people if he does not soften his exterior somewhat. By doing this, Smita will attract less confident people who will be more willing to approach him with their thoughts and suggestions.Patil's Personality number often serves as a censoring device, both in terms of what Smita sends out, as well as what he allows to approach.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));It discriminates in the kinds of people and information Smita Patil lets enter his heart and mind.Read more about our numerological interpretation of Smita Patil's personality number . . .",NONE
152,Surekha Sikri,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
153,Sharman Joshi,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
154,Shashank Arora,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
155,Shreyas Talpade,"Shreyas Talpade is a male celebrity.He was born on Tuesday January 27th 1976, in Bombay, Maharashtra, India,.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Shreyas Talpade radiates understanding and compassion. People sense his warmth and fairness. For this reason, Shreyas attracts many people who are in need of comfort, including the disadvantaged. People tend to come to him to unload their burdens. Talpade inspires confidence.Shreyas Talpade has a fine sense of justice. He does everything in his power to keep the harmony and is even willing to sacrifice his personal desires for the good of others.Shreyas can take this too far, however, sometimes playing the role of the martyr. He has to guard against being taken advantage of. Talpade is not always a very good judge of character. He tends to see the best in others. He can also become too involved in the lives of others, to his own detriment. (This aspect can be balanced by other numbers in Shreyas' chart.)Shreyas Talpade is hospitable and domestic. He loves children and is a good parent. He is romantic, faithful and very protective.He is artistic. Shreyas Talpade loves music, flowers and gardening. He is a natural interior designer, and has an excellent sense of color and taste.Shreyas is more concerned with the content of his personality than his appearance, which causes him to be less conscious of the style of his clothes. He is more interested in comfort and the utility of clothing than the statement it makes.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Six Personality Numbers are exceedingly generous. Shreyas Talpade is not particularly logical when it comes to finances.He is very vulnerable to praise and criticism. He also tends to worry a lot, causing stomach problems.People see Shreyas Talpade as a maternal or paternal figure. They want to relax in his presence and unburden themselves. Shreyas is the safe port in the crowd.Talpade's Personality number often serves as a censoring device, both in terms of what Shreyas sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Shreyas Talpade lets enter his heart and mind.Read more about our numerological interpretation of Shreyas Talpade's personality number . . .",NONE
156,Shernaz Patel,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
157,Seema Biswas,"Seema Biswas is a female celebrity.She was born on Thursday January 14th 1965, in Unknown.Seema Biswas is a stimulating person. She brighten social gatherings with her fresh and original ideas. Her conversation tends to be sprinkled with novelty and wit. Seema has a quick tongue and charisma. She is probably an excellent salesman. There is a lot of nervous energy within her looking for an outlet.Biswas loves her freedom and she sees this life as an ongoing adventure. She is upbeat and optimistic. This is infectious for those Seema Biswas meets. As a result, Seema inspires others.She has a strong and attractive body, with good muscle tone. Seema's movements are supple, graceful, and athletic.Biswas' bane is that she loves to indulge her senses with food and drink and can easily gain weight. She has an appetite for anything that stimulates the senses - sex, food, alcohol, and drugs. Discipline is a necessity for her. The negative side of a 5 Personality Number can give rise to an addictive personality.Seema Biswas likes to dress fashionably and can get away with more colorful clothes. However, she should be aware of the value of quality and the power of modesty.She is a little irresponsible and quick in satisfying her sensual urges. Seema is attractive and that, coupled with her innate ability to promote herself, makes it easy for her to satisfy her desire for new and exciting relationships.Biswas has a kind of swashbuckling personality. People see her as the adventurer that she is. They expect the unexpected from her, and when they do not - Seema often surprises them.Seema Biswas has a quick and eclectic mind. She attracts information from all directions, but she can be a bit superficial, skimming over the surface of a wide diversity of subjects. This may cause Seema to be a bit of a dilettante. She can get away with it much of the time, but for her own success and happiness, Biswas should try to ground knowledge and deepen her understanding.Seema Biswas' versatility and adaptability make her capable of getting the most out of virtually every opportunity in life. She decides quickly on a course of action and her timing is usually good. Seema radiates with the potential for success, which attracts others who can further her along her path.Biswas' Personality number often serves as a censoring device, both in terms of what Seema sends out, as well as what she allows to approach.It discriminates in the kinds of people and information Seema Biswas lets enter her heart and mind.Read more about our numerological interpretation of Seema Biswas' personality number . . .",NONE
158,Sachin Khedekar,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
159,Sunny Deol,"Sunny Deol is an Indian film actor, director and producer who starred in numerous films in the 80s and 90s and won 2 Filmfare Awards since his debut film Betaab - for which he was nominated for the Filmfare Best Actor Award.He was born on Saturday October 19th 1957, in Sahnewal, Ludhiana, Punjab, India.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Sunny Deol seems mysterious and different. People see him as serious and studious. Sunny is highly independent and self-sufficient. His acceptional intelligence and wisdom are quickly noticed, and people respect him. Deol is not one to attract people on the basis of his warmth or compassion - though he may be loaded with both - but because of his obvious insight into life's mysteries.He is hard to get to know, and is often withdrawn. It is common for people to see Sunny Deol's focus turn inside of himself in the middle of a conversation. Sunny has the makings of an intellectual and an aristocrat but he has to guard against arrogance and an attitude of ""I have got it all figured out"". There have been periods in Sunny Deol's life when he had little concern for his clothing or fashion, while at other times he is very aware of his clothing and uses it to make a specific impression. Sunny appears dignified no matter how he dresses, but a well groomed seven with a touch of dash definitely has an advantage. Deol's confidence increases when he knows he is well dressed.Sunny Deol is recognized as spiritual and religious, with his very own ideas regarding the purpose of life and the Creator. He is an inspired speaker, but only when discussing subjects that really interest him. Otherwise, Sunny is not one for chatter. His love of knowledge and wisdom shows.Deol's Personality number often serves as a censoring device, both in terms of what Sunny sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Sunny Deol lets enter his heart and mind.Read more about our numerological interpretation of Sunny Deol's personality number . . .eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));",https://www.celebrities-galore.com/celebrities-photos/sunny-deol.jpg
160,Sudesh Lehri,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
161,Soumitra Chatterjee,"Soumitra Chatterjee is a male celebrity.He was born on Saturday January 19th 1935, in Krishnanagar, India,.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Soumitra Chatterjee is a stimulating person. He brighten social gatherings with his fresh and original ideas. His conversation tends to be sprinkled with novelty and wit. Soumitra has a quick tongue and charisma. He is probably an excellent salesman. There is a lot of nervous energy within him looking for an outlet.Chatterjee loves his freedom and he sees this life as an ongoing adventure. He is upbeat and optimistic. This is infectious for those Soumitra Chatterjee meets. As a result, Soumitra inspires others.He has a strong and attractive body, with good muscle tone. Soumitra's movements are supple, graceful, and athletic.Chatterjee's bane is that he loves to indulge his senses with food and drink and can easily gain weight. He has an appetite for anything that stimulates the senses - sex, food, alcohol, and drugs. Discipline is a necessity for him. The negative side of a 5 Personality Number can give rise to an addictive personality.Soumitra Chatterjee likes to dress fashionably and can get away with more colorful clothes. However, he should be aware of the value of quality and the power of modesty.He is a little irresponsible and quick in satisfying his sensual urges. Soumitra is attractive and that, coupled with his innate ability to promote himself, makes it easy for him to satisfy his desire for new and exciting relationships.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Chatterjee has a kind of swashbuckling personality. People see him as the adventurer that he is. They expect the unexpected from him, and when they do not - Soumitra often surprises them.Soumitra Chatterjee has a quick and eclectic mind. He attracts information from all directions, but he can be a bit superficial, skimming over the surface of a wide diversity of subjects. This may cause Soumitra to be a bit of a dilettante. He can get away with it much of the time, but for his own success and happiness, Chatterjee should try to ground knowledge and deepen his understanding.Soumitra Chatterjee's versatility and adaptability make him capable of getting the most out of virtually every opportunity in life. He decides quickly on a course of action and his timing is usually good. Soumitra radiates with the potential for success, which attracts others who can further him along his path.Chatterjee's Personality number often serves as a censoring device, both in terms of what Soumitra sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Soumitra Chatterjee lets enter his heart and mind.Read more about our numerological interpretation of Soumitra Chatterjee's personality number . . .",NONE
162,Saeed Jaffrey,"Saeed Jaffrey is a Bollywood Actor and Comedian.He was born on Friday January 8th 1932, in Unknown.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Saeed Jaffrey seems mysterious and different. People see him as serious and studious. Saeed is highly independent and self-sufficient. His acceptional intelligence and wisdom are quickly noticed, and people respect him. Jaffrey is not one to attract people on the basis of his warmth or compassion - though he may be loaded with both - but because of his obvious insight into life's mysteries.He is hard to get to know, and is often withdrawn. It is common for people to see Saeed Jaffrey's focus turn inside of himself in the middle of a conversation. Saeed has the makings of an intellectual and an aristocrat but he has to guard against arrogance and an attitude of ""I have got it all figured out"". There have been periods in Saeed Jaffrey's life when he had little concern for his clothing or fashion, while at other times he is very aware of his clothing and uses it to make a specific impression. Saeed appears dignified no matter how he dresses, but a well groomed seven with a touch of dash definitely has an advantage. Jaffrey's confidence increases when he knows he is well dressed.Saeed Jaffrey is recognized as spiritual and religious, with his very own ideas regarding the purpose of life and the Creator. He is an inspired speaker, but only when discussing subjects that really interest him. Otherwise, Saeed is not one for chatter. His love of knowledge and wisdom shows.Jaffrey's Personality number often serves as a censoring device, both in terms of what Saeed sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Saeed Jaffrey lets enter his heart and mind.Read more about our numerological interpretation of Saeed Jaffrey's personality number . . .eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));",NONE
163,Shivaji Ganesan,"Shivaji Ganesan was a male celebrity.He was born on Monday October 1st 1928, in Sirkali, Tamil Nadu, India,.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Shivaji Ganesan radiates reliability and consistency. People trust The Marlon Brando of South Indian Cinema and feel secure with his judgment. Ganesan is seen as a cornerstone of a business and is relied upon to do his work efficiently and expertly. He has strength and respectability.Ganesan tends to dress in a utilitarian manner, concerned mostly with convention, practicality, durability, and price. He presents himself as someone who values correctness, control, and precision. All of this stems from the fact that The Marlon Brando of South Indian Cinema's most prized characteristic is his work. The Marlon Brando of South Indian Cinema wants to be judged on the basis of his performance, rather than his appearance.Shivaji Ganesan is frugal and has learned to respect a dollar. He is concerned about the security of his future and those he loves. However, this may appear to others as a bit too austere. Ganesan tends to wear earth colors and conventional attire. He could benefit by putting a little flair in his dress, wear more uplifting colors, and loosen his dress with less severe lines. If The Marlon Brando of South Indian Cinema wears a brown suit, he better include a bright tie or some jewelry.Shivaji Ganesan is a family person. He loves the intimacy, consistency, and the security a family provides. The Marlon Brando of South Indian Cinema is a good provider and protector. But family members may take his efforts for granted. Ganesan is a true patriot. He loves his country and is an integral part of his community. Shivaji Ganesan's consistency and adherence to his well-laid plans usually pays off in a comfortable and secure future.Ganesan's Personality number often serves as a censoring device, both in terms of what The Marlon Brando of South Indian Cinema sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Shivaji Ganesan lets enter his heart and mind.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Read more about our numerological interpretation of Shivaji Ganesan's personality number . . .",NONE
164,Sharmila Tagore,"Sharmila Tagore is a female celebrity.She was born on Sunday December 8th 1946, in Hyderabad, Andhra Pradesh, India,.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Sharmila Tagore seems mysterious and different. People see her as serious and studious. Sharmila is highly independent and self-sufficient. Her acceptional intelligence and wisdom are quickly noticed, and people respect her. Tagore is not one to attract people on the basis of her warmth or compassion - though she may be loaded with both - but because of her obvious insight into life's mysteries.She is hard to get to know, and is often withdrawn. It is common for people to see Sharmila Tagore's focus turn inside of herself in the middle of a conversation. Sharmila has the makings of an intellectual and an aristocrat but she has to guard against arrogance and an attitude of ""I have got it all figured out"". There have been periods in Sharmila Tagore's life when she had little concern for her clothing or fashion, while at other times she is very aware of her clothing and uses it to make a specific impression. Sharmila appears dignified no matter how she dresses, but a well groomed seven with a touch of dash definitely has an advantage. Tagore's confidence increases when she knows she is well dressed.Sharmila Tagore is recognized as spiritual and religious, with her very own ideas regarding the purpose of life and the Creator. She is an inspired speaker, but only when discussing subjects that really interest her. Otherwise, Sharmila is not one for chatter. Her love of knowledge and wisdom shows.Tagore's Personality number often serves as a censoring device, both in terms of what Sharmila sends out, as well as what she allows to approach.It discriminates in the kinds of people and information Sharmila Tagore lets enter her heart and mind.Read more about our numerological interpretation of Sharmila Tagore's personality number . . .eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));",https://www.celebrities-galore.com/celebrities-photos/sharmila-tagore.jpg
165,Sheeba Chaddha,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
166,Sridevi,"Sridevi was an Indian film actress who started her career as a 4 year old artist in M.A. Thirumugham’s devotional Thunaivan, has worked in Tamil, Hindi, Telugu, Malayalam and Kannada films, and is regarded as the first female superstar of Hindi cinema.She was born on Tuesday August 13th 1963, in Sivakasi, Tamil Nadu, India.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Sridevi has an impressive and aristocratic bearing. No matter how tall she is, Sridevi appears noble and upright. She is very much in control of the image she sends out to others.Many actors, dancers, and other performers have a 9 Personality number. Sridevi is elegant, graceful, and charismatic. Many admire her.Sridevi has the kind of stature that pulls people to her or repels them intensely. Some are jealous of Sridevi and may seek to belittle her.Sridevi may encourage this to some extent by the amount of arrogance she radiates. This is a caution for all 9 Personalities - they are sometimes aloof and hold themselves above the world. Sridevi's challenge is to come down to earth with her fellow man.Conversely, Sridevi has a great compassion for humanity and she wants to dedicate herself to improving the lot of others. She is better when dealing with the trials of the many than the trouble of a single person. Sridevi is more capable of working on the grand scale, addressing the needs of society, than on a one-to-one basis.Sridevi is kind and sympathetic, helpful and compassionate. Behind the controlled and calm facade, she is sensitive, vulnerable and emotional.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Sridevi has excellent taste. There is a good deal of artistic talent in her that shows in her home environment and her clothing.Sridevi tends to see herself as a guardian of society, a benevolent leader, guiding and directing her community toward a better world.Sridevi's Personality number often serves as a censoring device, both in terms of what Sridevi sends out, as well as what she allows to approach.It discriminates in the kinds of people and information Sridevi lets enter her heart and mind.Read more about our numerological interpretation of Sridevi's personality number . . .",https://www.celebrities-galore.com/celebrities-photos/sridevi.jpg
167,Salman Khan,"eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));“ Style is something very individual, very personal, and in their own unique way, I believe everyone is stylish.”Salman Khan is an Indian film actor, producer and television personality who has a significant following in Asia and the Indian diaspora worldwide, and is cited in the media as one of the most popular and commercially successful actors of Hindi cinema.He was born on Monday December 27th 1965, in Indore, Madhya Pradesh, India.Salman Khan radiates with a dynamic and efficient energy. He appears controlled and capable. Salman values courage and effort in the face of difficulties and these qualities show. Others can sense that he will not be pushed around.Salman should dress in a dignified and correct manner, caring for the details of his appearance. While he may spend most of his time in staid business dress or suits, bright and cheerful colors work well for him. Khan is fashionable, but has his own style.Salman Khan's appearance suffers more than most people when he is overweight. Overweight directly contradicts the type of personality Salman is trying to project. Straight lines and square corners accent his good physique and enhance his appearance as a leader.Khan is recognized as a pioneer; he has his own ideas of how to do things. He is a risk-taker, original and highly creative.Salman Khan should be wary of appearing too aggressive or unreceptive. He can intimidate people if he does not soften his exterior somewhat. By doing this, Salman will attract less confident people who will be more willing to approach him with their thoughts and suggestions.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_1',154,'0','0']));Khan's Personality number often serves as a censoring device, both in terms of what Salman sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Salman Khan lets enter his heart and mind.Read more about our numerological interpretation of Salman Khan's personality number . . .",https://www.celebrities-galore.com/celebrities-photos/salman-khan.jpg
168,Saurabh Shukla,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
169,Sanjay Dutt,"eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));“ As an actor, I am meant to dabble with different themes and genres.”Sanjay Dutt is an Indian film actor and producer who has acted in some of the most popular Hindi language films, and is iconic in roles of gangsters, thugs and police officers, crowning him ""Deadly Dutt"" for his larger-than-life portrayals of such characters.He was born on Wednesday July 29th 1959, in Mumbai, Maharashtra, India.Sanjay Dutt radiates with a dynamic and efficient energy. He appears controlled and capable. Sanju Baba values courage and effort in the face of difficulties and these qualities show. Others can sense that he will not be pushed around.Sanju Baba should dress in a dignified and correct manner, caring for the details of his appearance. While he may spend most of his time in staid business dress or suits, bright and cheerful colors work well for him. Dutt is fashionable, but has his own style.Sanjay Dutt's appearance suffers more than most people when he is overweight. Overweight directly contradicts the type of personality Sanju Baba is trying to project. Straight lines and square corners accent his good physique and enhance his appearance as a leader.Dutt is recognized as a pioneer; he has his own ideas of how to do things. He is a risk-taker, original and highly creative.Sanjay Dutt should be wary of appearing too aggressive or unreceptive. He can intimidate people if he does not soften his exterior somewhat. By doing this, Sanju Baba will attract less confident people who will be more willing to approach him with their thoughts and suggestions.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Dutt's Personality number often serves as a censoring device, both in terms of what Sanju Baba sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Sanjay Dutt lets enter his heart and mind.Read more about our numerological interpretation of Sanjay Dutt's personality number . . .",https://www.celebrities-galore.com/celebrities-photos/sanjay-dutt.jpg
170,Sanjeev Kumar,"Sanjeev Kumar was a male celebrity.He was born on Saturday July 9th 1938, in Bombay, India,.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Sanjeev Kumar appears strong and powerful. He has an impressive personality and can influence and even intimidate through sheer force. He has natural authority. Sanjeev's competence and enthusiasm attract people with resources.Kumar radiates confidence. People defer to him because they sense his sureness and effectiveness. Sanjeev Kumar also exudes a kind of controlled benevolence. People sense that he is generous, once he is convinced of the worthiness of the cause.It is important for Sanjeev to dress well. Kumar radiates a kind of raw power and able-ness, which needs to be refined and enhanced by his clothing. Sanjeev Kumar may even dress a bit flashy, but that will not harm him. Quality is among Sanjeev's highest priorities, and should reflect in his clothing.Although most eights have a strong constitution, they can be prone to indigestion, ulcers, and heart disease due to their reckless eating and drinking habits and their propensity to be workaholics.His Achilles heel is Sanjeev's capacity for an egocentric attitude. The negative side of his personality can cause Kumar to be ruthless, greedy, and intensely lonely.Conversely, Sanjeev Kumar can be spontaneous and excited. He is essentially warm and jovial. In his heart of hearts, Sanjeev wants everyone to be as excited and as happy as him. Those who are around Kumar often sense this, and his coworkers and employees usually like him.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_1',154,'0','0']));Kumar's Personality number often serves as a censoring device, both in terms of what Sanjeev sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Sanjeev Kumar lets enter his heart and mind.Read more about our numerological interpretation of Sanjeev Kumar's personality number . . .",NONE
171,Sudeep,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
172,Sunil Shetty,"Sunil Shetty is a Bollywood Actor.He was born on Friday August 11th 1961, in Mangalore, Karnataka, India,.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Sunil Shetty has worked hard to gain confidence and overcome, at least to some extend, an in-born shyness. As a child, and into his early twenties, nervous energy may have caused Sunil to bite his nails or express his nervousness in other ways.He is extremely sensitive and intuitive. Shetty is vulnerable and he needs to be more careful than most people when he chooses friends. Sunil Shetty seems an easy prey to predatory individuals. He will probably find himself the victim of a con man or con woman more than once in his life.In the eyes of most people, Sunil is perceived as gentle; a safe harbor. People are drawn to him because, among other reasons, he radiates warmth and he is unthreatening. Shetty's dress is neat and clean. His clothing should be comfortable, soft, and flowing. Sunil should avoid plain and understated clothes, and make an effort to be a little more daring and exciting in his appearance. This will balance nicely with Sunil Shetty's perceptive and open personality. The opposite sex is attracted to his gentle and attentive nature, yet senses the passion beneath his surface. Shetty has sex appeal. Exercise is important to his appearance and to promote a level of strength he radiates.Sunil Shetty is very patient and understanding, and a wonderful listener. He makes others feel important and loved. Sunil is sensitive and becomes tense in a disharmonious atmosphere. He has experienced quite a bit of negative criticism as a child, which made Shetty shy growing up. Though he may be well past that shyness, a bit of the vulnerability has remained with Sunil Shetty and is often sensed by others.Sunil is a peacemaker. Arguments leave him drained. People sense Sunil's desire for harmony, but he must avoid being the blank tablet for others' projections. People may underestimate his strength, but this is a mistake. Shetty is strong. He bends, but does not break.Sunil Shetty has a fine sense of beauty and excellent taste. There is a grace in his movements, reflecting his keen sense of harmony and refinement.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Shetty's Personality number often serves as a censoring device, both in terms of what Sunil sends out, as well as what he allows to approach.It discriminates in the kinds of people and information Sunil Shetty lets enter his heart and mind.Read more about our numerological interpretation of Sunil Shetty's personality number . . .",NONE
173,Tiger Shroff,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
174,Tom Alter,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
175,Tinnu Anand,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
176,Tabu,"Tabu is an Indian film actress who acts in Hindi, English, Telugu, Tamil, Malayalam, Marathi and Bengali language films, won National Film Award for Best Actress twice, and has received six Filmfare Awards, including a record four Critics Awards for Best Actress.She was born on Thursday November 4th 1971, in Hyderabad, Andhra Pradesh, India.eval(ez_write_tag([[728,90],'celebrities_galore_com-box-3','ezslot_4',162,'0','0']));Tabu appears strong and powerful. She has an impressive personality and can influence and even intimidate through sheer force. She has natural authority. Tabu's competence and enthusiasm attract people with resources.Tabu radiates confidence. People defer to her because they sense her sureness and effectiveness. Tabu also exudes a kind of controlled benevolence. People sense that she is generous, once she is convinced of the worthiness of the cause.It is important for Tabu to dress well. Tabu radiates a kind of raw power and able-ness, which needs to be refined and enhanced by her clothing. Tabu may even dress a bit flashy, but that will not harm her. Quality is among Tabu's highest priorities, and should reflect in her clothing.Although most eights have a strong constitution, they can be prone to indigestion, ulcers, and heart disease due to their reckless eating and drinking habits and their propensity to be workaholics.Her Achilles heel is Tabu's capacity for an egocentric attitude. The negative side of her personality can cause Tabu to be ruthless, greedy, and intensely lonely.Conversely, Tabu can be spontaneous and excited. She is essentially warm and jovial. In her heart of hearts, Tabu wants everyone to be as excited and as happy as her. Those who are around Tabu often sense this, and her coworkers and employees usually like her.eval(ez_write_tag([[300,250],'celebrities_galore_com-medrectangle-4','ezslot_3',154,'0','0']));Tabu's Personality number often serves as a censoring device, both in terms of what Tabu sends out, as well as what she allows to approach.It discriminates in the kinds of people and information Tabu lets enter her heart and mind.Read more about our numerological interpretation of Tabu's personality number . . .",https://www.celebrities-galore.com/celebrities-photos/tabu.jpg
177,Tigmanshu Dhulia,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
178,Usha Nadkarni,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
179,Upasna Singh,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
180,Utpal Dutt,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
181,Upendra Limaye,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
182,Varun Dhawan,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
183,Venkatesh Daggubati,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
184,Vijay Raaz,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
185,Vinay Pathak,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
186,Vishal Malik,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
187,Vikram Gokhale,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
188,Vipin Sharma,"Sorry, but the page you are trying to view does not exist.Please refine your celebrity-search above or go back home.",NONE
